hour_index,tier,avg_cpu_usage,avg_memory_usage,total_cpu_usage,total_memory_usage
12,3_mid,0.013378149343318397,0.014517133891265282,0.4865309448304519,0.5691574323982875
12,1_free,0.00890074802794278,0.0021945044541697768,0.4865309448304519,0.5691574323982875
12,4_prod,0.22304780912442349,0.25114364785086485,0.4865309448304519,0.5691574323982875
12,2_beb,0.24120423833476723,0.30130214620198764,0.4865309448304519,0.5691574323982875
13,4_prod,0.21196554822048894,0.24584724737089775,0.4511266496922721,0.5709957913711938
13,3_mid,0.015569693304209483,0.011068969196125088,0.4511266496922721,0.5709957913711938
13,1_free,0.020302929874807578,0.004624711689867521,0.4511266496922721,0.5709957913711938
13,2_beb,0.2032884782927661,0.3094548631143035,0.4511266496922721,0.5709957913711938
14,3_mid,0.02006339229171629,0.01244616251589995,0.48159397381505453,0.614339925483364
14,1_free,0.014788275809173143,0.0034908561730656526,0.48159397381505453,0.614339925483364
14,2_beb,0.2310808677610077,0.3501792171096211,0.48159397381505453,0.614339925483364
14,4_prod,0.21566143795315743,0.24822368968477737,0.48159397381505453,0.614339925483364
15,3_mid,0.021077312248734416,0.013903123618629401,0.4959834621448762,0.6209968372242669
15,1_free,0.024101396257797163,0.0055883202159285415,0.4959834621448762,0.6209968372242669
15,2_beb,0.24062463854939958,0.35766180243304085,0.4959834621448762,0.6209968372242669
15,4_prod,0.21018011508894507,0.24384359095666808,0.4959834621448762,0.6209968372242669
16,4_prod,0.2102558944942635,0.24606655713227524,0.49590516726849665,0.6435051183679721
16,1_free,0.018512453900683415,0.004729341840734467,0.49590516726849665,0.6435051183679721
16,3_mid,0.024564410780604395,0.013754755128626697,0.49590516726849665,0.6435051183679721
16,2_beb,0.24257240809294536,0.3789544642663357,0.49590516726849665,0.6435051183679721
17,2_beb,0.2532981422657428,0.3778959818294589,0.508449715754098,0.6436790235483432
17,3_mid,0.03194295341126282,0.015596365226236027,0.508449715754098,0.6436790235483432
17,4_prod,0.20387860887797413,0.24532820506255354,0.508449715754098,0.6436790235483432
17,1_free,0.019330011199118303,0.004858471430094711,0.508449715754098,0.6436790235483432
18,2_beb,0.20435185390439983,0.3623166067002609,0.46796985230782984,0.638311662864925
18,3_mid,0.02672142191713225,0.021951939914065695,0.46796985230782984,0.638311662864925
18,4_prod,0.20094372693753385,0.24604089649834088,0.46796985230782984,0.638311662864925
18,1_free,0.03595284954876393,0.008002219752257575,0.46796985230782984,0.638311662864925
19,3_mid,0.023767037618626204,0.023337976671337152,0.4998189494970849,0.6396262525120435
19,4_prod,0.19615518310793337,0.24491253629062218,0.4998189494970849,0.6396262525120435
19,1_free,0.027027003235695044,0.006271151923728654,0.4998189494970849,0.6396262525120435
19,2_beb,0.2528697255348303,0.36510458762635545,0.4998189494970849,0.6396262525120435
20,3_mid,0.018639935331136028,0.01735847736090898,0.5282864816775056,0.6505809360804025
20,4_prod,0.19637504990132207,0.24669391274852975,0.5282864816775056,0.6505809360804025
20,2_beb,0.29420885411014525,0.3819716077255318,0.5282864816775056,0.6505809360804025
20,1_free,0.019062642334902208,0.004556938245431941,0.5282864816775056,0.6505809360804025
21,1_free,0.016234318399877736,0.003875678085404252,0.5056994870472773,0.6260150010041613
21,4_prod,0.19164100174242832,0.24688382128207842,0.5056994870472773,0.6260150010041613
21,2_beb,0.28097127907917757,0.3603693486377403,0.5056994870472773,0.6260150010041613
21,3_mid,0.01685288782579365,0.014886152998938414,0.5056994870472773,0.6260150010041613
22,4_prod,0.18487457237751254,0.24632343949555885,0.5089988910953321,0.5725622087869716
22,1_free,0.021680386318678753,0.00548160950911611,0.5089988910953321,0.5725622087869716
22,3_mid,0.01856384281131089,0.014092484268343527,0.5089988910953321,0.5725622087869716
22,2_beb,0.28388008958782995,0.30666467551395316,0.5089988910953321,0.5725622087869716
23,1_free,0.00788055893880955,0.0019506823575595978,0.5194058272236377,0.5587610229183453
23,4_prod,0.1849250396336444,0.24706057161802672,0.5194058272236377,0.5587610229183453
23,3_mid,0.01706135751605675,0.010158351956103632,0.5194058272236377,0.5587610229183453
23,2_beb,0.30953887113512707,0.29959141698665526,0.5194058272236377,0.5587610229183453
24,4_prod,0.1980820102336867,0.24777734580747668,0.516161687390597,0.580946957714757
24,1_free,0.014253189504746537,0.0035770197609655083,0.516161687390597,0.580946957714757
24,3_mid,0.022210251586549296,0.013723169901201544,0.516161687390597,0.580946957714757
24,2_beb,0.2816162360656145,0.3158694222451133,0.516161687390597,0.580946957714757
25,2_beb,0.25634682324922364,0.2688053195639039,0.49228470844859096,0.5468180228797157
25,1_free,0.018248326299883502,0.005088907790161324,0.49228470844859096,0.5468180228797157
25,3_mid,0.025239555505744374,0.019579760048417518,0.49228470844859096,0.5468180228797157
25,4_prod,0.19245000339373947,0.253344035477233,0.49228470844859096,0.5468180228797157
26,4_prod,0.19642200022269013,0.2540317028553989,0.5279962223186692,0.5435786548948893
26,3_mid,0.02843807046352939,0.025077912753049443,0.5279962223186692,0.5435786548948893
26,1_free,0.02115634892728776,0.006517775310143648,0.5279962223186692,0.5435786548948893
26,2_beb,0.28197980270516193,0.2579512639762973,0.5279962223186692,0.5435786548948893
27,4_prod,0.20047797286878255,0.2533542415184654,0.5187489311469549,0.5624826354423407
27,3_mid,0.023451144641787297,0.029146600961962404,0.5187489311469549,0.5624826354423407
27,2_beb,0.2863166222091252,0.2775140089602637,0.5187489311469549,0.5624826354423407
27,1_free,0.008503191427259806,0.0024677840016491255,0.5187489311469549,0.5624826354423407
28,3_mid,0.017505724991022254,0.024811436817215798,0.5194711466582226,0.5682742466240988
28,2_beb,0.28603687995573707,0.2893089149144159,0.5194711466582226,0.5682742466240988
28,4_prod,0.20811011532505683,0.2518651126771525,0.5194711466582226,0.5682742466240988
28,1_free,0.007818426386406462,0.002288782215314571,0.5194711466582226,0.5682742466240988
29,1_free,0.008765878186094353,0.0027089348042158407,0.49517107468286703,0.5343403975626932
29,3_mid,0.014514292532679919,0.017811861795832013,0.49517107468286703,0.5343403975626932
29,4_prod,0.2076114656679705,0.25094581264411764,0.49517107468286703,0.5343403975626932
29,2_beb,0.26427943829612227,0.26287378831852776,0.49517107468286703,0.5343403975626932
30,1_free,0.0034774607461589904,0.0011310566209016203,0.46824970912268304,0.5250218239736613
30,2_beb,0.2389114637999094,0.2565918826720339,0.46824970912268304,0.5250218239736613
30,3_mid,0.016828041421528828,0.014988797051939354,0.46824970912268304,0.5250218239736613
30,4_prod,0.2090327431550858,0.2523100876287863,0.46824970912268304,0.5250218239736613
31,2_beb,0.2528178891002278,0.2533799490189822,0.4893378289585993,0.521322203880031
31,4_prod,0.2137454204588364,0.25313782868506607,0.4893378289585993,0.521322203880031
31,3_mid,0.020211628663419662,0.013964981640588875,0.4893378289585993,0.521322203880031
31,1_free,0.002562890736115443,0.0008394445353939365,0.4893378289585993,0.521322203880031
32,4_prod,0.22688020545519555,0.25337876919491753,0.5251650915651725,0.5224607436611641
32,3_mid,0.019997215679964337,0.011323170706605446,0.5251650915651725,0.5224607436611641
32,1_free,0.0026735545142985845,0.0008882173232668651,0.5251650915651725,0.5224607436611641
32,2_beb,0.27561411591571405,0.2568705864363742,0.5251650915651725,0.5224607436611641
33,2_beb,0.27246625530469815,0.29865155113865033,0.5210618283343076,0.5637200272473489
33,3_mid,0.026323897429955362,0.012180380896682991,0.5210618283343076,0.5637200272473489
33,4_prod,0.2193234578244054,0.2519189703712018,0.5210618283343076,0.5637200272473489
33,1_free,0.0029482177752486434,0.0009691248408138431,0.5210618283343076,0.5637200272473489
34,2_beb,0.2779376493173943,0.27397750852914077,0.5220522030420541,0.5445385907667417
34,3_mid,0.02380650293776381,0.017031342344700065,0.5220522030420541,0.5445385907667417
34,1_free,0.004689551011096762,0.00131280074292642,0.5220522030420541,0.5445385907667417
34,4_prod,0.2156184997757993,0.2522169391499745,0.5220522030420541,0.5445385907667417
35,2_beb,0.27439721125318584,0.27558769061700455,0.5150271371312638,0.5539336280783892
35,1_free,0.005671804766979958,0.001537269537229434,0.5150271371312638,0.5539336280783892
35,4_prod,0.21363951119004884,0.2514045372563645,0.5150271371312638,0.5539336280783892
35,3_mid,0.02131860992104917,0.02540413066779065,0.5150271371312638,0.5539336280783892
36,1_free,0.0038357727441758493,0.001166780049539534,0.5346871461243905,0.5605028145289738
36,4_prod,0.21390398649073583,0.2497351597416076,0.5346871461243905,0.5605028145289738
36,2_beb,0.29960579742817817,0.29290681346808584,0.5346871461243905,0.5605028145289738
36,3_mid,0.017341589461300693,0.01669406126974075,0.5346871461243905,0.5605028145289738
37,2_beb,0.27583111768164137,0.2602869163479674,0.49844068891183047,0.5261765740121319
37,1_free,0.001825069448061238,0.0006463320640357706,0.49844068891183047,0.5261765740121319
37,4_prod,0.20271439515717404,0.24738537321790569,0.49844068891183047,0.5261765740121319
37,3_mid,0.018070106624953786,0.01785795238222307,0.49844068891183047,0.5261765740121319
38,1_free,0.002798168633152846,0.0010139627576358128,0.512766049897126,0.5721536649156523
38,3_mid,0.018524363776921415,0.016892635956980234,0.512766049897126,0.5721536649156523
38,4_prod,0.20376126258059774,0.24577136700236485,0.512766049897126,0.5721536649156523
38,2_beb,0.2876822549064541,0.30847569919867146,0.512766049897126,0.5721536649156523
39,3_mid,0.02273937856710526,0.018400738110396626,0.5026123071014886,0.573785729853743
39,1_free,0.004575101635660971,0.0011869722636708927,0.5026123071014886,0.573785729853743
39,2_beb,0.26405822491531655,0.30392761548361785,0.5026123071014886,0.573785729853743
39,4_prod,0.21123960198340583,0.25027040399605754,0.5026123071014886,0.573785729853743
40,3_mid,0.02246783313230458,0.01684921032584309,0.47881127969903436,0.5693691465533529
40,4_prod,0.19928016187067418,0.24865530492936513,0.47881127969903436,0.5693691465533529
40,2_beb,0.25252074891947296,0.3025986044833537,0.47881127969903436,0.5693691465533529
40,1_free,0.004542535776582644,0.0012660268147910263,0.47881127969903436,0.5693691465533529
41,3_mid,0.016871047434626998,0.014206569448748348,0.4988953236556334,0.5971085846008204
41,1_free,0.004586351072979777,0.0012930754750533813,0.4988953236556334,0.5971085846008204
41,4_prod,0.1963773263723858,0.2477420688588989,0.4988953236556334,0.5971085846008204
41,2_beb,0.28106059877564077,0.33386687081811983,0.4988953236556334,0.5971085846008204
42,1_free,0.005492290758178395,0.001390869275100903,0.473250956817189,0.585604994427481
42,3_mid,0.022336315339731905,0.015461750493457774,0.473250956817189,0.585604994427481
42,4_prod,0.19761212973063655,0.2533631744239306,0.473250956817189,0.585604994427481
42,2_beb,0.24781022098864217,0.31538920023499184,0.473250956817189,0.585604994427481
43,3_mid,0.01736122495639315,0.014512614941217077,0.47516190253652774,0.56046046561542
43,2_beb,0.2540354640891723,0.2977545003581087,0.47516190253652774,0.56046046561542
43,4_prod,0.19892055048030854,0.24702770806242155,0.47516190253652774,0.56046046561542
43,1_free,0.0048446630106537,0.0011656422536726742,0.47516190253652774,0.56046046561542
44,4_prod,0.193590281590736,0.24697621699591343,0.48751181045682823,0.5901164177699947
44,3_mid,0.013519487777720487,0.010081834033465856,0.48751181045682823,0.5901164177699947
44,1_free,0.004704117839302003,0.0011721881665493468,0.48751181045682823,0.5901164177699947
44,2_beb,0.2756979232490697,0.3318861785740661,0.48751181045682823,0.5901164177699947
45,4_prod,0.19108461475488484,0.24483553092181093,0.5077798180254092,0.5937604347265525
45,3_mid,0.013191630366101742,0.0078049505522139835,0.5077798180254092,0.5937604347265525
45,2_beb,0.29829191534865146,0.3397188350482138,0.5077798180254092,0.5937604347265525
45,1_free,0.005211657555771077,0.0014011182043137294,0.5077798180254092,0.5937604347265525
46,2_beb,0.242893404937413,0.3381435467324708,0.45696316937753373,0.5899970409309797
46,4_prod,0.18930867029349607,0.24428130765709033,0.45696316937753373,0.5899970409309797
46,3_mid,0.010705604115109502,0.0038174777304620317,0.45696316937753373,0.5899970409309797
46,1_free,0.01405549003151514,0.003754708810956541,0.45696316937753373,0.5899970409309797
47,3_mid,0.01643299366895263,0.005367424037596741,0.48361656649275325,0.5922996030173087
47,2_beb,0.26519045374050565,0.3389331616891351,0.48361656649275325,0.5922996030173087
47,4_prod,0.19323308216560672,0.24579108493679785,0.48361656649275325,0.5922996030173087
47,1_free,0.008760036917688263,0.002207932353778982,0.48361656649275325,0.5922996030173087
48,4_prod,0.20075111122318165,0.24744278100499312,0.46734439032641495,0.5981156382632833
48,3_mid,0.01952087565832942,0.00918292354310426,0.46734439032641495,0.5981156382632833
48,2_beb,0.24233560575870022,0.3401767797870435,0.46734439032641495,0.5981156382632833
48,1_free,0.004736797686203643,0.0013131539281423853,0.46734439032641495,0.5981156382632833
49,4_prod,0.2111646029289843,0.2488286309365575,0.484975409441608,0.596901737371748
49,2_beb,0.2413553017067013,0.3301205350086956,0.484975409441608,0.596901737371748
49,1_free,0.004915094969642216,0.0012519183719456356,0.484975409441608,0.596901737371748
49,3_mid,0.02754040983628016,0.01670065305454929,0.484975409441608,0.596901737371748
50,2_beb,0.22700421066901616,0.3304487951600507,0.4707626118125239,0.6012660210727918
50,3_mid,0.02795396259258008,0.02006721188634842,0.4707626118125239,0.6012660210727918
50,1_free,0.005497271783041704,0.0014894057756109239,0.4707626118125239,0.6012660210727918
50,4_prod,0.21030716676788594,0.2492606082507817,0.4707626118125239,0.6012660210727918
51,4_prod,0.210471739819357,0.24926692148287788,0.4690208885628899,0.6121399034331967
51,1_free,0.006323163740952751,0.0017010839209569278,0.4690208885628899,0.6121399034331967
51,3_mid,0.02785135349499772,0.0337779113823334,0.4690208885628899,0.6121399034331967
51,2_beb,0.2243746315075825,0.3273939866470285,0.4690208885628899,0.6121399034331967
52,2_beb,0.242153519623896,0.32849696172213977,0.4815554278036965,0.6152369968986887
52,4_prod,0.2072815201692266,0.25127912251799545,0.4815554278036965,0.6152369968986887
52,1_free,0.009820729075107608,0.0026661021533548935,0.4815554278036965,0.6152369968986887
52,3_mid,0.022299658935466257,0.03279481050519857,0.4815554278036965,0.6152369968986887
53,2_beb,0.2346150741884094,0.32352301496114344,0.47713778154613967,0.6007258985465899
53,3_mid,0.019250986963375207,0.02084826067698376,0.47713778154613967,0.6007258985465899
53,4_prod,0.21556016220751326,0.2541609327190152,0.47713778154613967,0.6007258985465899
53,1_free,0.007711558186841778,0.0021936901894475274,0.47713778154613967,0.6007258985465899
54,4_prod,0.2150803437894078,0.2529824034195805,0.47505065839980853,0.5781953774394154
54,3_mid,0.015459978736183898,0.016110548464640297,0.47505065839980853,0.5781953774394154
54,2_beb,0.23979224688669432,0.30764962991384476,0.47505065839980853,0.5781953774394154
54,1_free,0.004718088987522533,0.0014527956413499016,0.47505065839980853,0.5781953774394154
55,1_free,0.002740060073068514,0.0008282128746396179,0.48890391513387865,0.5673056857332537
55,4_prod,0.21155214085628868,0.2507749337974391,0.48890391513387865,0.5673056857332537
55,3_mid,0.014657803598565824,0.01656567441455997,0.48890391513387865,0.5673056857332537
55,2_beb,0.25995391060595563,0.29913686464661493,0.48890391513387865,0.5673056857332537
56,4_prod,0.21390696328446257,0.25086189774181283,0.4902864800970913,0.5429807286432714
56,2_beb,0.25905295239410386,0.27836288908736473,0.4902864800970913,0.5429807286432714
56,1_free,0.004521693172448278,0.0012965439898929203,0.4902864800970913,0.5429807286432714
56,3_mid,0.012804871246076615,0.012459397824200935,0.4902864800970913,0.5429807286432714
57,3_mid,0.0207728748134669,0.01167334442434309,0.49420373333781675,0.5594212913001164
57,1_free,0.007795970607906275,0.0022338083211149522,0.49420373333781675,0.5594212913001164
57,2_beb,0.24903629456300477,0.29481560898624853,0.49420373333781675,0.5594212913001164
57,4_prod,0.21659859335343878,0.25069852956840977,0.49420373333781675,0.5594212913001164
58,4_prod,0.21392136905493447,0.2526896681039351,0.495005981004607,0.5654451748993096
58,2_beb,0.25001939295937614,0.3012162947994734,0.495005981004607,0.5654451748993096
58,1_free,0.013961620156834548,0.004012379392606374,0.495005981004607,0.5654451748993096
58,3_mid,0.017103598833461835,0.00752683260329467,0.495005981004607,0.5654451748993096
59,1_free,0.046227115417435585,0.011312765870143111,0.5084476054826833,0.5760046107469151
59,4_prod,0.21043833015417843,0.2501371274896489,0.5084476054826833,0.5760046107469151
59,2_beb,0.2286084095341296,0.3009833560336447,0.5084476054826833,0.5760046107469151
59,3_mid,0.02317375037693976,0.01357136135347837,0.5084476054826833,0.5760046107469151
60,4_prod,0.20675518760605205,0.24886006489281592,0.5177463569677737,0.5847188869433444
60,1_free,0.0581475180434491,0.01416943314437871,0.5177463569677737,0.5847188869433444
60,2_beb,0.23269198926130563,0.3089820374600852,0.5177463569677737,0.5847188869433444
60,3_mid,0.020151662056966967,0.012707351446064663,0.5177463569677737,0.5847188869433444
61,4_prod,0.201126487581124,0.24931706157800337,0.5048639136651656,0.5649387320984437
61,1_free,0.06562937825049509,0.015434622160005412,0.5048639136651656,0.5649387320984437
61,2_beb,0.2154981721685714,0.2879696231055478,0.5048639136651656,0.5649387320984437
61,3_mid,0.022609875664975153,0.012217425254887098,0.5048639136651656,0.5649387320984437
62,3_mid,0.019935018222608878,0.01282611413054901,0.5126446023639668,0.5579583286786388
62,4_prod,0.19812187000972595,0.2482279423213718,0.5126446023639668,0.5579583286786388
62,1_free,0.045104561862836,0.01127185104029258,0.5126446023639668,0.5579583286786388
62,2_beb,0.24948315226879603,0.2856324211864254,0.5126446023639668,0.5579583286786388
63,3_mid,0.019838370566156574,0.012454635302792335,0.4867802719639917,0.5454991117796759
63,4_prod,0.19733840682490197,0.2497644845499336,0.4867802719639917,0.5454991117796759
63,1_free,0.012443030026933456,0.003269157766968367,0.4867802719639917,0.5454991117796759
63,2_beb,0.2571604645459997,0.2800108341599816,0.4867802719639917,0.5454991117796759
64,3_mid,0.016695683400294235,0.007601920926585721,0.41903192607818623,0.4736511324953171
64,1_free,0.0224723572046091,0.0052705331947498065,0.41903192607818623,0.4736511324953171
64,2_beb,0.1794887333445853,0.21122077320554467,0.41903192607818623,0.4736511324953171
64,4_prod,0.2003751521286976,0.24955790516843687,0.41903192607818623,0.4736511324953171
65,4_prod,0.20082910526098716,0.2474772950903629,0.4057186461527437,0.46250870047081855
65,2_beb,0.168035506208909,0.19582499292262007,0.4057186461527437,0.46250870047081855
65,1_free,0.017343223370206978,0.004017899635385703,0.4057186461527437,0.46250870047081855
65,3_mid,0.019510811312640586,0.015188512822449854,0.4057186461527437,0.46250870047081855
66,3_mid,0.020230647775276493,0.021161489046387146,0.4143078190988906,0.47316856855533185
66,2_beb,0.1846110425843866,0.20309588720395447,0.4143078190988906,0.47316856855533185
66,1_free,0.01032893336071621,0.0023986075942697446,0.4143078190988906,0.47316856855533185
66,4_prod,0.19913719537851127,0.24651258471072046,0.4143078190988906,0.47316856855533185
67,2_beb,0.20652934013889113,0.22200492871853658,0.4334770654661337,0.4982028372924571
67,3_mid,0.019994192556846865,0.027217522092710018,0.4334770654661337,0.4982028372924571
67,4_prod,0.19310414423798491,0.2459426753020358,0.4334770654661337,0.4982028372924571
67,1_free,0.013849388532410767,0.0030377111791747135,0.4334770654661337,0.4982028372924571
68,2_beb,0.20855040501054073,0.22113275716439018,0.42535212456082555,0.4874133284862417
68,1_free,0.009322841422813252,0.002078725940312335,0.42535212456082555,0.4874133284862417
68,4_prod,0.19081875408860105,0.2468407179851336,0.42535212456082555,0.4874133284862417
68,3_mid,0.016660124038870527,0.017361127396405555,0.42535212456082555,0.4874133284862417
69,1_free,0.007011503174609837,0.0016767249304843561,0.4515245626704768,0.48695336910813447
69,2_beb,0.23488772489520315,0.22525622030368803,0.4515245626704768,0.48695336910813447
69,3_mid,0.017834371420742713,0.013616253824350883,0.4515245626704768,0.48695336910813447
69,4_prod,0.19179096317992111,0.2464041700496112,0.4515245626704768,0.48695336910813447
70,1_free,0.011845259629241411,0.0027656747087877,0.46853257637795687,0.5000281803870754
70,4_prod,0.18586187495227968,0.2450285738182103,0.46853257637795687,0.5000281803870754
70,3_mid,0.018036988484493803,0.016012531576289058,0.46853257637795687,0.5000281803870754
70,2_beb,0.25278845331194194,0.2362214002837883,0.46853257637795687,0.5000281803870754
71,3_mid,0.017538238221080867,0.015766882036995087,0.442885921355728,0.4908675151157527
71,1_free,0.010593891417409221,0.002536297584057809,0.442885921355728,0.4908675151157527
71,2_beb,0.22836923874797949,0.22677318605734653,0.442885921355728,0.4908675151157527
71,4_prod,0.18638455296925843,0.24579114943735328,0.442885921355728,0.4908675151157527
72,2_beb,0.20918690974095033,0.2348100451029261,0.4437194544194244,0.4997869744066943
72,3_mid,0.022939719670855237,0.015652254687781416,0.4437194544194244,0.4997869744066943
72,1_free,0.011845416848790192,0.0026520878145608402,0.4437194544194244,0.4997869744066943
72,4_prod,0.19974740815882863,0.2466725868014259,0.4437194544194244,0.4997869744066943
73,1_free,0.00584210409776825,0.001460573959899257,0.4583657057082768,0.5097962873603563
73,4_prod,0.19866899224554954,0.2469715673251891,0.4583657057082768,0.5097962873603563
73,3_mid,0.030820309596747142,0.01903838576300464,0.4583657057082768,0.5097962873603563
73,2_beb,0.22303429976821185,0.2423257603122633,0.4583657057082768,0.5097962873603563
74,1_free,0.007932974344778108,0.0019289630683336058,0.42761997713759003,0.4961908987776347
74,4_prod,0.19525870324392666,0.24848672198889218,0.42761997713759003,0.4961908987776347
74,3_mid,0.029619684312394402,0.017916045416063387,0.42761997713759003,0.4961908987776347
74,2_beb,0.19480861523649087,0.22785916830434555,0.42761997713759003,0.4961908987776347
75,1_free,0.009282981386027797,0.0020426633021407487,0.4265524907051419,0.5106451406487527
75,4_prod,0.19859044208817783,0.2517262886003638,0.4265524907051419,0.5106451406487527
75,3_mid,0.02319003239386711,0.020930414339866955,0.4265524907051419,0.5106451406487527
75,2_beb,0.19548903483706917,0.23594577440638115,0.4265524907051419,0.5106451406487527
76,3_mid,0.013074488869246774,0.013987261710388799,0.4498624274420915,0.4979690200985204
76,1_free,0.010174151632768115,0.0022139073709920055,0.4498624274420915,0.4979690200985204
76,2_beb,0.22852073839008114,0.22967909336916606,0.4498624274420915,0.4979690200985204
76,4_prod,0.19809304854999543,0.2520887576479735,0.4498624274420915,0.4979690200985204
77,2_beb,0.2348827235842829,0.21979846800916059,0.45708885879299405,0.480439716337673
77,1_free,0.004617421500261354,0.0011781034541575891,0.45708885879299405,0.480439716337673
77,3_mid,0.010957652198172083,0.006787573547194965,0.45708885879299405,0.480439716337673
77,4_prod,0.2066310615102777,0.2526755713271599,0.45708885879299405,0.480439716337673
78,3_mid,0.011761657899505536,0.006619852496658341,0.4497053422401997,0.47793566999226433
78,4_prod,0.21087298254781955,0.25407450553187727,0.4497053422401997,0.47793566999226433
78,1_free,0.00663872296261314,0.0017048828114851193,0.4497053422401997,0.47793566999226433
78,2_beb,0.22043197883026147,0.21553642915224358,0.4497053422401997,0.47793566999226433
79,1_free,0.006556498536200518,0.0017286014324861664,0.4530485010498062,0.48615045626448083
79,3_mid,0.016748865494057096,0.006878206588637343,0.4530485010498062,0.48615045626448083
79,4_prod,0.21274875233828544,0.25260502575809485,0.4530485010498062,0.48615045626448083
79,2_beb,0.21699438468126317,0.22493862248526245,0.4530485010498062,0.48615045626448083
80,3_mid,0.015409277548961457,0.0066205885380201095,0.46014940124778214,0.47961225870620716
80,4_prod,0.2173131594880507,0.2536650245649297,0.46014940124778214,0.47961225870620716
80,1_free,0.004288026822720201,0.001187795598256922,0.46014940124778214,0.47961225870620716
80,2_beb,0.22313893738804982,0.21813885000500047,0.46014940124778214,0.47961225870620716
81,4_prod,0.21737850581078713,0.25437031347460914,0.4643643439364176,0.488031511722282
