hour_index,WND,SUN,WAT,OIL,NG,COL,NUC,OTH
677,1246,0,244,0,1659,3150,0,89
678,1480,0,242,0,1493,3076,0,88
679,1609,0,242,0,1274,2966,0,90
680,1710,0,242,0,1235,2921,0,93
681,1483,0,247,0,1246,3044,0,92
682,1356,0,242,0,1142,3020,0,92
683,835,0,245,0,1240,3063,0,94
684,512,0,244,0,1188,3383,0,92
685,466,79,242,0,1214,3356,0,95
686,391,608,241,0,1046,3005,0,94
687,285,1117,242,0,804,2283,0,92
688,284,1168,241,0,763,1960,0,92
689,258,1305,240,0,718,2066,0,88
690,308,1413,241,0,764,2059,0,87
691,390,1322,240,0,746,1908,0,87
692,427,1285,239,0,705,1788,0,85
693,449,1233,239,0,771,1537,0,87
694,421,1144,240,0,816,1589,0,85
695,519,848,237,0,929,1992,0,84
696,866,539,241,0,1234,2119,0,83
697,1044,451,236,0,1497,2759,0,86
698,963,146,239,0,1700,3286,0,85
699,965,11,238,0,1758,3406,0,87
700,825,0,239,0,1773,3354,0,87
701,924,0,240,0,1698,3246,0,90
702,1028,0,240,0,1456,3276,0,90
703,972,0,239,0,1327,3349,0,90
704,1073,0,239,0,1219,3269,0,93
705,1207,0,238,0,1173,3129,0,92
706,1136,0,243,0,1155,2978,0,91
707,1031,0,239,0,1152,2993,0,94
708,962,0,239,0,1157,3145,0,92
709,835,78,239,0,1200,3064,0,94
710,908,631,240,0,1050,2725,0,94
711,818,1118,241,0,791,2015,0,92
712,742,1249,239,0,654,1497,0,91
713,753,1326,242,0,676,1483,0,89
714,821,1331,240,0,677,1479,0,88
715,847,1389,240,0,711,1508,0,87
716,992,1391,242,0,791,1573,0,86
717,981,1315,240,0,814,1883,0,86
718,946,1233,241,0,793,2469,0,84
719,938,1325,240,0,933,3079,0,84
720,1092,1276,242,0,1310,3124,0,85
721,1179,1193,239,0,1540,3162,0,84
722,1023,673,241,0,1727,3348,0,84
723,941,63,241,0,1745,3430,0,89
724,1027,0,241,0,1688,3466,0,88
725,878,0,240,0,1718,3478,0,91
726,625,0,235,0,1643,3513,0,91
727,508,0,237,0,1407,3612,0,91
728,583,0,241,0,1254,3587,0,93
729,437,0,240,0,1231,3590,0,94
730,374,0,241,0,1153,3509,0,94
731,402,0,237,0,1180,3557,0,95
732,402,0,240,0,1249,3618,0,93
733,387,121,240,0,1295,3642,0,96
734,426,855,238,0,1089,3362,0,94
735,442,1386,240,0,847,2968,0,93
736,559,1450,239,0,622,2734,0,90
737,512,1469,239,0,659,2819,0,87
738,418,1478,240,0,713,2700,0,85
739,382,1471,239,0,784,3146,0,85
740,244,1414,239,0,838,3463,0,85
741,177,1394,239,0,881,3623,0,81
742,139,1390,240,0,977,3664,0,83
743,133,1371,238,0,1212,3643,0,82
744,154,1278,240,0,1481,3696,0,82
