,WND,SUN,WAT,OIL,NG,COL,NUC,OTH
2021-05-28 02:00:00+00:00,1079,663,245,0,1494,3239,0,85
2021-05-28 03:00:00+00:00,914,57,245,0,1606,3291,0,89
2021-05-28 04:00:00+00:00,850,0,242,0,1607,3298,0,91
2021-05-28 05:00:00+00:00,1075,0,245,0,1445,3275,0,93
2021-05-28 06:00:00+00:00,1028,0,242,0,1294,3193,0,91
2021-05-28 07:00:00+00:00,1040,0,244,0,958,3112,0,92
2021-05-28 08:00:00+00:00,923,0,243,0,1000,3076,0,92
2021-05-28 09:00:00+00:00,695,0,244,0,903,3059,0,93
2021-05-28 10:00:00+00:00,597,0,243,0,836,3080,0,96
2021-05-28 11:00:00+00:00,535,0,244,0,841,2987,0,97
2021-05-28 12:00:00+00:00,489,0,244,0,869,2978,0,95
2021-05-28 13:00:00+00:00,552,100,244,0,899,3164,0,96
2021-05-28 14:00:00+00:00,651,819,242,0,817,2942,0,92
2021-05-28 15:00:00+00:00,697,1357,238,0,786,2247,0,89
2021-05-28 16:00:00+00:00,721,1418,244,0,693,1797,0,86
2021-05-28 17:00:00+00:00,838,1441,240,0,732,1778,0,85
2021-05-28 18:00:00+00:00,979,1465,244,0,797,1809,0,82
2021-05-28 19:00:00+00:00,1091,1447,242,0,752,2102,0,82
2021-05-28 20:00:00+00:00,1302,1445,242,0,770,2577,0,81
2021-05-28 21:00:00+00:00,1566,1410,241,0,780,3146,0,79
2021-05-28 22:00:00+00:00,1493,1313,239,0,858,3355,0,80
2021-05-28 23:00:00+00:00,1506,1204,242,0,904,3522,0,83
2021-05-29 00:00:00+00:00,1613,1169,239,0,1063,3400,0,81
2021-05-29 01:00:00+00:00,1484,1034,239,0,1368,3473,0,83
2021-05-29 02:00:00+00:00,1587,609,246,0,1577,3430,0,84
2021-05-29 03:00:00+00:00,1400,46,241,0,1707,3374,0,86
2021-05-29 04:00:00+00:00,1245,0,241,0,1731,3201,0,87
2021-05-29 05:00:00+00:00,1246,0,244,0,1659,3150,0,89
2021-05-29 06:00:00+00:00,1480,0,242,0,1493,3076,0,88
2021-05-29 07:00:00+00:00,1609,0,242,0,1274,2966,0,90
2021-05-29 08:00:00+00:00,1710,0,242,0,1235,2921,0,93
2021-05-29 09:00:00+00:00,1483,0,247,0,1246,3044,0,92
2021-05-29 10:00:00+00:00,1356,0,242,0,1142,3020,0,92
2021-05-29 11:00:00+00:00,835,0,245,0,1240,3063,0,94
2021-05-29 12:00:00+00:00,512,0,244,0,1188,3383,0,92
2021-05-29 13:00:00+00:00,466,79,242,0,1214,3356,0,95
2021-05-29 14:00:00+00:00,391,608,241,0,1046,3005,0,94
2021-05-29 15:00:00+00:00,285,1117,242,0,804,2283,0,92
2021-05-29 16:00:00+00:00,284,1168,241,0,763,1960,0,92
2021-05-29 17:00:00+00:00,258,1305,240,0,718,2066,0,88
2021-05-29 18:00:00+00:00,308,1413,241,0,764,2059,0,87
2021-05-29 19:00:00+00:00,390,1322,240,0,746,1908,0,87
2021-05-29 20:00:00+00:00,427,1285,239,0,705,1788,0,85
2021-05-29 21:00:00+00:00,449,1233,239,0,771,1537,0,87
2021-05-29 22:00:00+00:00,421,1144,240,0,816,1589,0,85
2021-05-29 23:00:00+00:00,519,848,237,0,929,1992,0,84
2021-05-30 00:00:00+00:00,866,539,241,0,1234,2119,0,83
2021-05-30 01:00:00+00:00,1044,451,236,0,1497,2759,0,86
2021-05-30 02:00:00+00:00,963,146,239,0,1700,3286,0,85
2021-05-30 03:00:00+00:00,965,11,238,0,1758,3406,0,87
2021-05-30 04:00:00+00:00,825,0,239,0,1773,3354,0,87
2021-05-30 05:00:00+00:00,924,0,240,0,1698,3246,0,90
2021-05-30 06:00:00+00:00,1028,0,240,0,1456,3276,0,90
2021-05-30 07:00:00+00:00,972,0,239,0,1327,3349,0,90
2021-05-30 08:00:00+00:00,1073,0,239,0,1219,3269,0,93
2021-05-30 09:00:00+00:00,1207,0,238,0,1173,3129,0,92
2021-05-30 10:00:00+00:00,1136,0,243,0,1155,2978,0,91
2021-05-30 11:00:00+00:00,1031,0,239,0,1152,2993,0,94
2021-05-30 12:00:00+00:00,962,0,239,0,1157,3145,0,92
2021-05-30 13:00:00+00:00,835,78,239,0,1200,3064,0,94
2021-05-30 14:00:00+00:00,908,631,240,0,1050,2725,0,94
2021-05-30 15:00:00+00:00,818,1118,241,0,791,2015,0,92
2021-05-30 16:00:00+00:00,742,1249,239,0,654,1497,0,91
2021-05-30 17:00:00+00:00,753,1326,242,0,676,1483,0,89
2021-05-30 18:00:00+00:00,821,1331,240,0,677,1479,0,88
2021-05-30 19:00:00+00:00,847,1389,240,0,711,1508,0,87
2021-05-30 20:00:00+00:00,992,1391,242,0,791,1573,0,86
2021-05-30 21:00:00+00:00,981,1315,240,0,814,1883,0,86
2021-05-30 22:00:00+00:00,946,1233,241,0,793,2469,0,84
2021-05-30 23:00:00+00:00,938,1325,240,0,933,3079,0,84
2021-05-31 00:00:00+00:00,1092,1276,242,0,1310,3124,0,85
2021-05-31 01:00:00+00:00,1179,1193,239,0,1540,3162,0,84
2021-05-31 02:00:00+00:00,1023,673,241,0,1727,3348,0,84
2021-05-31 03:00:00+00:00,941,63,241,0,1745,3430,0,89
2021-05-31 04:00:00+00:00,1027,0,241,0,1688,3466,0,88
2021-05-31 05:00:00+00:00,878,0,240,0,1718,3478,0,91
2021-05-31 06:00:00+00:00,625,0,235,0,1643,3513,0,91
2021-05-31 07:00:00+00:00,508,0,237,0,1407,3612,0,91
2021-05-31 08:00:00+00:00,583,0,241,0,1254,3587,0,93
2021-05-31 09:00:00+00:00,437,0,240,0,1231,3590,0,94
2021-05-31 10:00:00+00:00,374,0,241,0,1153,3509,0,94
2021-05-31 11:00:00+00:00,402,0,237,0,1180,3557,0,95
2021-05-31 12:00:00+00:00,402,0,240,0,1249,3618,0,93
2021-05-31 13:00:00+00:00,387,121,240,0,1295,3642,0,96
2021-05-31 14:00:00+00:00,426,855,238,0,1089,3362,0,94
2021-05-31 15:00:00+00:00,442,1386,240,0,847,2968,0,93
2021-05-31 16:00:00+00:00,559,1450,239,0,622,2734,0,90
2021-05-31 17:00:00+00:00,512,1469,239,0,659,2819,0,87
2021-05-31 18:00:00+00:00,418,1478,240,0,713,2700,0,85
2021-05-31 19:00:00+00:00,382,1471,239,0,784,3146,0,85
2021-05-31 20:00:00+00:00,244,1414,239,0,838,3463,0,85
2021-05-31 21:00:00+00:00,177,1394,239,0,881,3623,0,81
2021-05-31 22:00:00+00:00,139,1390,240,0,977,3664,0,83
2021-05-31 23:00:00+00:00,133,1371,238,0,1212,3643,0,82
2021-06-01 00:00:00+00:00,154,1278,240,0,1481,3696,0,82
