Time,Generated Power,UPS 1 Battery Charge Level,UPS 2 Battery Charge Level,UPS 3 Battery Charge Level,UPS 1 Status,UPS 2 Status,UPS 3 Status,UPS 1 Deliverable Power,UPS 2 Deliverable Power,UPS 3 Deliverable Power,Total Power Usage,Server Power Usage,Cool Power Usage,Other Power Usage,Online UPS Power,Normal Rack 1 Max Load %,Normal Rack 2 Max Load %,Normal Rack 3 Max Load %,Wireless Rack 1 Max Load %,Battery Control Limit,Battery Recover Signal
631,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
632,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
633,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,26432.0,18880,5664.0,1888.0,24000.0,100,100,100,100,1440000.0,2520000.0
634,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,26432.0,18880,5664.0,1888.0,24000.0,100,100,100,100,1440000.0,2520000.0
635,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
636,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
637,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
638,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,26432.0,18880,5664.0,1888.0,24000.0,100,100,100,100,1440000.0,2520000.0
639,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
640,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
641,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
642,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
643,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
644,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
645,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,26432.0,18880,5664.0,1888.0,24000.0,100,100,100,100,1440000.0,2520000.0
646,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
647,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,26432.0,18880,5664.0,1888.0,24000.0,100,100,100,100,1440000.0,2520000.0
648,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,26432.0,18880,5664.0,1888.0,24000.0,100,100,100,100,1440000.0,2520000.0
649,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
650,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
651,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
652,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
653,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
654,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
655,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
656,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
657,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
658,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
659,35000,3599840.0,3599840.0,3599840.0,True,True,True,8000.0,8000.0,8000.0,34272.0,24480,7344.0,2448.0,24000.0,100,100,100,100,1440000.0,2520000.0
660,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
661,35000,3599840.0,3599840.0,3599840.0,True,True,True,8000.0,8000.0,8000.0,34272.0,24480,7344.0,2448.0,24000.0,100,100,100,100,1440000.0,2520000.0
662,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,26432.0,18880,5664.0,1888.0,24000.0,100,100,100,100,1440000.0,2520000.0
663,35000,3599840.0,3599840.0,3599840.0,True,True,True,8000.0,8000.0,8000.0,34272.0,24480,7344.0,2448.0,24000.0,100,100,100,100,1440000.0,2520000.0
664,35000,3599680.0,3599680.0,3599680.0,True,True,True,8000.0,8000.0,8000.0,34272.0,24480,7344.0,2448.0,24000.0,100,100,100,100,1440000.0,2520000.0
665,35000,3599520.0,3599520.0,3599520.0,True,True,True,8000.0,8000.0,8000.0,34272.0,24480,7344.0,2448.0,24000.0,100,100,100,100,1440000.0,2520000.0
666,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
667,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,26432.0,18880,5664.0,1888.0,24000.0,100,100,100,100,1440000.0,2520000.0
668,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
669,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
670,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
671,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
672,35000,3599840.0,3599840.0,3599840.0,True,True,True,8000.0,8000.0,8000.0,34272.0,24480,7344.0,2448.0,24000.0,100,100,100,100,1440000.0,2520000.0
673,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
674,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,26432.0,18880,5664.0,1888.0,24000.0,100,100,100,100,1440000.0,2520000.0
675,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,26432.0,18880,5664.0,1888.0,24000.0,100,100,100,100,1440000.0,2520000.0
676,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,26432.0,18880,5664.0,1888.0,24000.0,100,100,100,100,1440000.0,2520000.0
677,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
678,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
679,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
680,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
681,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
682,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
683,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
684,35000,3599840.0,3599840.0,3599840.0,True,True,True,8000.0,8000.0,8000.0,34272.0,24480,7344.0,2448.0,24000.0,100,100,100,100,1440000.0,2520000.0
685,35000,3599680.0,3599680.0,3599680.0,True,True,True,8000.0,8000.0,8000.0,34272.0,24480,7344.0,2448.0,24000.0,100,100,100,100,1440000.0,2520000.0
686,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
687,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
688,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
689,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
690,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
691,35000,3599840.0,3599840.0,3599840.0,True,True,True,8000.0,8000.0,8000.0,34272.0,24480,7344.0,2448.0,24000.0,100,100,100,100,1440000.0,2520000.0
692,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
693,35000,3599840.0,3599840.0,3599840.0,True,True,True,8000.0,8000.0,8000.0,34272.0,24480,7344.0,2448.0,24000.0,100,100,100,100,1440000.0,2520000.0
694,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
695,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,26432.0,18880,5664.0,1888.0,24000.0,100,100,100,100,1440000.0,2520000.0
696,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
697,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
698,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
699,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,26432.0,18880,5664.0,1888.0,24000.0,100,100,100,100,1440000.0,2520000.0
700,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
701,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
702,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
703,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
704,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
705,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
706,35000,3599840.0,3599840.0,3599840.0,True,True,True,8000.0,8000.0,8000.0,34272.0,24480,7344.0,2448.0,24000.0,100,100,100,100,1440000.0,2520000.0
707,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
708,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
709,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
710,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
711,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
712,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
713,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
714,35000,3599840.0,3599840.0,3599840.0,True,True,True,8000.0,8000.0,8000.0,34272.0,24480,7344.0,2448.0,24000.0,100,100,100,100,1440000.0,2520000.0
715,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,26432.0,18880,5664.0,1888.0,24000.0,100,100,100,100,1440000.0,2520000.0
716,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
717,35000,3599840.0,3599840.0,3599840.0,True,True,True,8000.0,8000.0,8000.0,34272.0,24480,7344.0,2448.0,24000.0,100,100,100,100,1440000.0,2520000.0
718,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
719,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
720,35000,3599840.0,3599840.0,3599840.0,True,True,True,8000.0,8000.0,8000.0,34272.0,24480,7344.0,2448.0,24000.0,100,100,100,100,1440000.0,2520000.0
721,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
722,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
723,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
724,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
725,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
726,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,26432.0,18880,5664.0,1888.0,24000.0,100,100,100,100,1440000.0,2520000.0
727,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
728,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
729,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
730,35000,3599840.0,3599840.0,3599840.0,True,True,True,8000.0,8000.0,8000.0,34272.0,24480,7344.0,2448.0,24000.0,100,100,100,100,1440000.0,2520000.0
731,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
732,35000,3599840.0,3599840.0,3599840.0,True,True,True,8000.0,8000.0,8000.0,34272.0,24480,7344.0,2448.0,24000.0,100,100,100,100,1440000.0,2520000.0
733,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
734,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
735,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,26432.0,18880,5664.0,1888.0,24000.0,100,100,100,100,1440000.0,2520000.0
736,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
737,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,26432.0,18880,5664.0,1888.0,24000.0,100,100,100,100,1440000.0,2520000.0
738,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,26432.0,18880,5664.0,1888.0,24000.0,100,100,100,100,1440000.0,2520000.0
739,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
740,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,26432.0,18880,5664.0,1888.0,24000.0,100,100,100,100,1440000.0,2520000.0
741,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
742,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
743,35000,3599840.0,3599840.0,3599840.0,True,True,True,8000.0,8000.0,8000.0,34272.0,24480,7344.0,2448.0,24000.0,100,100,100,100,1440000.0,2520000.0
744,35000,3599680.0,3599680.0,3599680.0,True,True,True,8000.0,8000.0,8000.0,34272.0,24480,7344.0,2448.0,24000.0,100,100,100,100,1440000.0,2520000.0
745,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
746,35000,3599840.0,3599840.0,3599840.0,True,True,True,8000.0,8000.0,8000.0,34272.0,24480,7344.0,2448.0,24000.0,100,100,100,100,1440000.0,2520000.0
747,35000,3599680.0,3599680.0,3599680.0,True,True,True,8000.0,8000.0,8000.0,34272.0,24480,7344.0,2448.0,24000.0,100,100,100,100,1440000.0,2520000.0
748,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
749,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
750,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
751,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
752,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
753,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
754,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
755,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
756,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
757,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,26432.0,18880,5664.0,1888.0,24000.0,100,100,100,100,1440000.0,2520000.0
758,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
759,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
760,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
761,35000,3599840.0,3599840.0,3599840.0,True,True,True,8000.0,8000.0,8000.0,34272.0,24480,7344.0,2448.0,24000.0,100,100,100,100,1440000.0,2520000.0
762,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
763,35000,3599840.0,3599840.0,3599840.0,True,True,True,8000.0,8000.0,8000.0,34272.0,24480,7344.0,2448.0,24000.0,100,100,100,100,1440000.0,2520000.0
764,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
765,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,26432.0,18880,5664.0,1888.0,24000.0,100,100,100,100,1440000.0,2520000.0
766,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
767,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
768,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
769,35000,3599840.0,3599840.0,3599840.0,True,True,True,8000.0,8000.0,8000.0,34272.0,24480,7344.0,2448.0,24000.0,100,100,100,100,1440000.0,2520000.0
770,35000,3599680.0,3599680.0,3599680.0,True,True,True,8000.0,8000.0,8000.0,34272.0,24480,7344.0,2448.0,24000.0,100,100,100,100,1440000.0,2520000.0
771,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,26432.0,18880,5664.0,1888.0,24000.0,100,100,100,100,1440000.0,2520000.0
772,35000,3599840.0,3599840.0,3599840.0,True,True,True,8000.0,8000.0,8000.0,34272.0,24480,7344.0,2448.0,24000.0,100,100,100,100,1440000.0,2520000.0
773,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
774,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
775,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
776,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,26432.0,18880,5664.0,1888.0,24000.0,100,100,100,100,1440000.0,2520000.0
777,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
778,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
779,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
780,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
781,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
782,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
783,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
784,35000,3599840.0,3599840.0,3599840.0,True,True,True,8000.0,8000.0,8000.0,34272.0,24480,7344.0,2448.0,24000.0,100,100,100,100,1440000.0,2520000.0
785,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,26432.0,18880,5664.0,1888.0,24000.0,100,100,100,100,1440000.0,2520000.0
786,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
787,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
788,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
789,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,26432.0,18880,5664.0,1888.0,24000.0,100,100,100,100,1440000.0,2520000.0
790,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
791,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
792,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
793,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
794,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,26432.0,18880,5664.0,1888.0,24000.0,100,100,100,100,1440000.0,2520000.0
795,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
796,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,28672.0,20480,6144.0,2048.0,24000.0,100,100,100,100,1440000.0,2520000.0
797,35000,3600000,3600000,3600000,True,True,True,8000.0,8000.0,8000.0,31360.0,22400,6720.0,2240.0,24000.0,100,100,100,100,1440000.0,2520000.0
